"loan_id","copy_id","member_id","loan_date","due_date"
637,102,201,"2025-10-20","2025-11-03"
638,119,202,"2025-10-14","2025-10-28"
639,113,203,"2025-09-07","2025-09-21"
640,101,204,"2025-09-25","2025-10-09"
641,121,205,"2025-10-31","2025-11-14"
642,106,201,"2025-11-05","2025-11-19"
643,103,202,"2025-10-10","2025-10-24"
644,120,203,"2025-09-18","2025-10-02"
645,105,204,"2025-10-26","2025-11-09"
646,112,205,"2025-09-23","2025-10-07"
647,114,201,"2025-10-01","2025-10-15"
648,107,202,"2025-09-23","2025-10-07"
649,109,203,"2025-11-09","2025-11-23"
650,115,204,"2025-09-14","2025-09-28"
651,108,205,"2025-10-23","2025-11-06"
652,111,201,"2025-09-07","2025-09-21"
653,118,202,"2025-10-17","2025-10-31"
654,116,203,"2025-09-02","2025-09-16"
655,122,204,"2025-10-28","2025-11-11"
656,110,205,"2025-10-20","2025-11-03"
657,117,201,"2025-10-15","2025-10-29"
658,102,202,"2025-09-03","2025-09-17"
659,119,203,"2025-10-28","2025-11-11"
660,113,204,"2025-11-02","2025-11-16"
661,101,205,"2025-10-07","2025-10-21"
662,121,201,"2025-09-29","2025-10-13"
663,106,202,"2025-10-08","2025-10-22"
664,103,203,"2025-11-01","2025-11-15"
665,120,204,"2025-10-21","2025-11-04"
666,105,205,"2025-09-11","2025-09-25"
667,112,201,"2025-10-19","2025-11-02"
668,114,202,"2025-09-09","2025-09-23"
669,107,203,"2025-10-06","2025-10-20"
670,109,204,"2025-10-03","2025-10-17"
671,115,205,"2025-11-08","2025-11-22"
672,108,201,"2025-09-05","2025-09-19"
673,111,202,"2025-10-13","2025-10-27"
674,118,203,"2025-09-24","2025-10-08"
675,116,204,"2025-11-03","2025-11-17"
676,122,205,"2025-09-19","2025-10-03"
677,110,201,"2025-11-05","2025-11-19"
678,117,202,"2025-09-04","2025-09-18"
679,102,203,"2025-10-27","2025-11-10"
680,119,204,"2025-10-12","2025-10-26"
681,113,205,"2025-09-21","2025-10-05"
682,101,201,"2025-09-15","2025-09-29"
683,121,202,"2025-11-03","2025-11-17"
684,106,203,"2025-09-04","2025-09-18"
685,103,204,"2025-10-13","2025-10-27"
686,120,205,"2025-10-01","2025-10-15"
687,105,201,"2025-09-25","2025-10-09"
688,112,202,"2025-11-01","2025-11-15"
689,114,203,"2025-10-04","2025-10-18"
690,107,204,"2025-09-08","2025-09-22"
691,109,205,"2025-11-06","2025-11-20"
692,115,201,"2025-10-26","2025-11-09"
693,108,202,"2025-10-18","2025-11-01"
694,107,203,"2025-11-09","2025-11-23"
695,113,202,"2025-10-29","2025-11-12"
